100
3 3
4 49 22973
25 50 10876
4 22 34357
20 24 48915
40 50 27493
15 31 79455
27 47 16860
7 33 99684
32 44 1370
16 36 77520
42 45 84164
28 47 30325
3 26 94104
38 46 4515
14 48 19472
4 5 60252
18 50 67525
29 40 37470
39 47 95795
17 23 11294
14 29 58262
7 42 73180
9 32 20750
16 48 83643
1 48 98574
6 8 86392
5 24 73784
19 34 21294
31 38 52898
18 27 86134
7 46 77923
38 42 22713
26 37 64686
5 10 741
13 39 94898
12 37 10528
8 47 52044
39 50 79474
19 44 59280
11 25 55076
14 38 72950
25 36 20722
15 23 7774
1 19 38979
7 31 86954
16 47 80315
11 40 85763
5 31 43013
38 44 94874
14 42 44803
18 33 3980
2 43 32495
9 47 30477
4 32 32305
3 50 14357
27 45 99908
6 43 19190
21 27 68906
13 18 47840
33 35 57951
9 44 42913
4 7 77550
8 15 41801
22 44 47481
30 45 39121
8 48 61643
10 36 48696
37 41 56906
9 31 90647
13 35 67192
28 46 68264
31 39 68963
3 30 11969
37 47 93546
8 12 13592
19 39 97643
15 41 24268
10 44 27536
44 49 63031
11 37 10206
10 47 45076
14 18 36885
4 11 88232
8 18 53995
32 47 38258
23 48 34988
12 42 24590
13 45 99021
7 47 59990
18 38 57817
6 7 25764
39 48 5892
3 9 37796
22 49 12842
29 37 74816
19 50 23876
14 22 24491
3 4 95044
13 26 37984
8 17 37621
14 30 89956
34 47 66218
10 13 68596
31 40 29256
4 29 90817
29 46 12828
5 40 23537
23 49 70378
22 32 36920
22 29 86363
7 21 90234
17 34 28559
2 23 16680
2 11 40795
14 35 60167
4 14 91371
31 46 42978
2 29 74320
8 34 38374
10 48 8395
14 40 50971
12 29 96924
10 42 21688
12 33 36368
20 36 32110
9 21 82938
20 49 8438
5 35 4936
36 37 25361
35 45 71695
14 19 70628
3 31 97536
2 37 17623
3 37 66895
18 28 28979
12 31 94768
32 40 62367
3 12 55466
16 17 33924
23 24 30138
33 41 4919
34 39 62584
28 48 60011
11 39 88362
9 49 43890
33 38 96658
6 28 44166
5 48 65762
36 41 80469
9 11 51750
44 50 73717
4 33 47320
5 32 30793
1 28 77119
4 40 65434
20 23 9284
15 40 45489
18 49 70592
21 46 85545
17 42 87149
10 40 10955
20 41 2783
2 42 56967
12 20 90400
3 19 59153
27 42 44707
10 41 32931
3 38 21832
50 145
10 30 7123
24 30 87929
16 29 80540
41 44 43727
5 10 69710
8 21 2029
16 45 93954
17 22 48740
27 49 92329
32 43 18339
40 49 24922
19 48 55330
14 49 88683
19 23 19804
17 42 25036
4 26 16306
14 17 20981
1 3 34820
5 34 2195
8 13 67808
38 42 72283
2 17 32888
40 46 62930
21 41 37061
21 39 9850
8 43 60159
25 38 7798
5 7 65928
8 27 33299
34 39 83069
20 34 62765
19 32 30107
33 40 90586
42 46 9656
4 12 57933
11 14 96545
19 25 24699
35 41 80995
8 14 19424
13 22 70011
15 24 93272
17 39 43721
4 29 1254
33 35 79452
26 28 9392
14 42 27413
7 47 68516
10 26 42869
20 38 65958
9 12 14186
13 43 9597
34 36 1647
19 40 33525
12 39 58890
14 15 47297
18 19 66312
25 37 61758
21 28 10106
10 45 35723
19 47 45011
39 46 85536
6 31 83577
2 21 46421
35 45 22552
9 40 36017
16 49 58805
22 24 27702
6 17 24799
14 21 21197
9 21 87712
15 20 7902
12 16 27273
18 28 179
6 29 37710
29 39 71373
17 29 29567
24 35 77077
28 29 38170
9 29 8331
29 50 70429
7 26 12444
5 12 76680
10 22 40383
10 37 77448
14 31 66242
3 25 2918
30 41 34894
1 19 43141
36 43 35324
3 41 62524
36 45 55537
8 39 28749
14 20 16300
6 46 74994
17 50 89853
26 38 628
14 28 77995
7 28 52833
30 36 61974
4 44 19275
23 33 20576
15 22 58804
4 20 95040
43 46 70377
4 36 1135
3 44 30086
12 45 76598
8 20 26034
1 8 60186
33 46 62373
5 14 8481
10 33 93984
13 15 9204
31 37 1193
30 46 4883
22 32 25820
11 24 21074
31 46 61332
14 19 465
33 39 41386
21 23 27480
34 37 54863
18 37 62728
19 44 10339
1 28 34736
17 45 56912
33 48 25604
28 36 73327
11 42 71031
36 50 64137
22 44 1804
12 25 28146
18 42 52326
16 38 94445
6 38 29064
23 38 265
42 44 73892
2 32 43065
9 27 2858
29 30 77236
11 38 48711
26 31 51744
3 11 59691
22 43 20449
36 39 16470
50 666
1 43 56490
2 12 43498
5 35 32055
11 28 45323
30 35 18865
35 37 82603
17 21 49975
13 47 68847
9 23 80351
25 26 39189
11 31 54332
2 29 35318
23 42 99495
34 36 18872
16 33 2284
8 31 6421
9 48 49808
27 40 34268
11 34 23721
28 44 22167
13 25 6957
7 14 25859
32 49 44128
1 22 61115
6 28 71610
30 45 80079
34 47 58899
9 26 91887
37 41 11163
2 35 94210
25 50 70903
32 44 88876
30 36 46267
22 40 34762
19 34 82909
12 32 91795
1 27 18658
27 44 29193
21 34 94665
24 50 39653
23 48 91493
3 32 37723
5 45 53384
3 21 46310
6 35 97690
34 38 10526
31 47 76610
4 12 70800
8 40 10970
13 40 95937
5 38 20119
12 44 52235
33 41 10782
9 24 48724
14 28 94479
6 37 24573
8 11 47340
4 17 62059
1 28 78745
48 49 86720
19 29 74733
23 34 59567
16 39 69456
4 48 76069
35 45 22117
39 41 10718
4 31 50458
5 40 20088
6 12 31309
25 42 10400
16 22 39573
29 30 52470
31 34 97342
5 19 25377
28 33 66222
16 17 38524
42 45 88671
12 37 66456
5 18 29534
19 31 31263
30 40 87805
33 42 23439
20 23 35247
41 49 1810
38 48 77939
3 17 18403
36 46 11900
22 44 20238
10 45 86888
6 25 47229
17 27 51547
22 42 27112
12 17 27662
9 30 50061
13 33 12230
1 8 72051
11 39 16120
4 29 64903
16 42 41727
33 40 63219
16 27 85352
19 45 56636
22 36 32439
4 7 27581
5 16 66567
41 43 2979
11 14 21
8 26 46628
36 40 19828
25 29 86043
16 31 62759
3 30 33716
1 36 16399
2 44 80837
25 43 31753
14 18 96928
4 14 82570
39 40 62651
5 32 77814
7 16 29320
10 48 36885
14 23 14428
11 18 27389
1 30 41436
34 35 12816
16 47 71135
3 49 34539
3 6 14914
14 44 11969
14 34 82919
27 35 22534
11 37 44942
25 41 8221
15 16 66329
10 14 34352
1 33 51398
4 39 59232
4 26 2916
27 43 76061
17 36 59369
23 26 13234
9 28 62524
36 42 66499
18 36 44750
4 49 19761
5 24 44778
8 20 78957
20 44 28704
1 47 31613
4 47 62166
12 47 99256
21 25 98798
17 45 47215
31 43 40905
37 43 29613
5 26 89127
12 36 9999
28 45 38325
1 26 59218
32 50 50019
12 20 96513
1 38 34606
3 28 44264
18 49 48990
35 47 56982
21 35 50588
10 13 79764
14 42 42508
29 38 20942
18 44 27023
19 24 81438
29 37 48141
17 49 49638
10 26 71272
25 40 82289
26 48 79989
6 41 31765
18 21 50098
7 44 21124
33 34 82381
1 2 42428
23 28 53694
29 40 6209
1 16 60682
2 6 45937
11 43 73783
13 27 41262
19 46 84396
10 33 32794
30 49 70332
4 35 3868
16 28 41808
4 43 25735
15 28 91021
18 23 6673
8 34 34772
22 38 87622
7 12 57439
15 50 91462
42 43 42434
27 47 3710
4 9 31038
3 26 85334
39 42 35839
20 26 96393
11 45 12161
2 37 10158
12 33 64650
11 25 39776
4 33 78573
9 25 91313
25 38 77930
6 49 81649
24 49 25401
9 32 49948
35 42 17977
1 23 98923
34 39 31004
12 13 78430
4 20 66769
10 12 21356
10 20 74113
8 10 99043
3 47 20897
27 28 83741
14 26 18012
17 38 82031
26 50 14474
14 40 6342
1 35 95864
13 41 36222
15 34 92902
3 33 82843
19 23 14373
12 50 27485
13 46 12470
12 27 83382
11 40 97436
1 11 45471
23 41 64800
18 45 57576
29 49 15181
2 21 5360
22 34 5834
30 38 74406
25 32 72968
35 40 18350
33 45 98765
1 3 34958
9 42 10232
11 13 12419
11 19 68720
24 41 46513
8 49 36304
34 45 86845
4 11 39364
23 39 54639
17 19 48193
6 43 9041
5 29 28345
22 46 68096
35 46 87434
5 9 53771
44 49 42687
16 41 42338
3 35 26999
7 10 79828
12 49 34934
45 46 80693
23 44 12400
11 22 41309
34 50 50603
8 19 58583
13 14 66989
41 48 10834
13 30 58087
10 43 68064
32 38 7500
9 31 25281
19 22 13421
25 45 19096
11 21 98499
2 26 99133
22 41 4389
44 50 41776
29 50 62101
20 34 34655
35 38 63035
17 37 14650
21 46 72002
1 12 64405
10 32 94294
14 48 48767
30 47 15629
43 47 75614
7 18 66416
29 35 54175
7 47 63796
6 47 58008
17 48 60157
20 35 63031
47 49 7573
43 44 47455
27 31 16346
23 40 98356
15 23 80717
6 45 71144
37 38 17052
6 8 82108
7 37 40657
21 43 40689
21 37 26728
8 39 63645
16 35 55330
29 45 79092
8 41 11943
4 21 24983
22 37 87750
23 30 17248
47 48 98749
14 47 27906
44 47 15108
26 34 85169
6 20 27401
3 7 23908
6 30 49126
18 34 28975
17 41 53272
2 13 83608
15 26 66244
23 33 61801
7 26 48769
1 44 23154
16 44 98819
31 45 40400
20 22 8464
5 7 13776
28 35 922
9 20 63080
9 29 52497
15 18 71172
11 26 89932
20 48 50513
35 49 11627
43 49 62726
20 36 66311
6 13 74672
15 49 42405
26 33 53545
20 28 65264
25 27 90878
17 35 10672
25 39 27095
6 44 23768
23 29 55642
2 48 38338
7 45 45208
24 35 29313
8 33 35727
42 48 90910
20 31 32018
5 37 50958
5 44 66568
3 46 32559
24 32 17530
1 20 32529
44 45 92884
47 50 95437
12 35 78992
11 44 83890
11 49 27414
17 18 12488
32 33 1164
8 24 53369
32 37 99642
17 25 88936
40 47 60056
21 47 53707
29 43 58733
26 37 66853
3 10 12396
36 44 85228
8 18 59456
18 48 30334
28 38 39373
5 48 20750
8 15 65741
8 32 80255
16 38 69858
1 29 83864
18 32 29202
40 48 37517
2 27 6569
7 17 66171
22 30 69432
18 33 68134
9 15 54259
3 20 91847
13 23 39317
17 31 21802
8 50 81986
19 36 96299
21 36 67535
40 41 48672
9 41 28013
25 46 8491
19 44 41221
28 50 9135
7 15 3129
37 40 54557
11 46 78635
28 41 64189
29 36 66587
12 14 40011
4 13 14089
23 50 98988
15 20 53269
27 30 62180
27 37 6738
3 8 96217
37 42 86662
4 34 68396
17 43 88727
30 48 91474
11 12 69656
32 46 55242
19 42 11102
13 38 59097
7 8 89700
6 15 99789
11 27 61590
13 18 82146
13 48 77508
2 4 81818
26 28 98950
4 44 96795
37 48 74880
12 43 51790
31 48 29123
25 47 2353
21 48 98866
4 38 33439
3 15 90119
3 38 57139
4 41 25845
32 34 41101
23 45 35921
33 38 62749
40 50 11358
25 48 42709
20 39 60633
3 12 71008
20 37 38182
7 23 10654
37 45 52290
21 38 54754
9 49 73314
19 39 490
12 29 82148
12 42 99921
28 36 13596
3 14 40402
46 48 2918
7 21 28565
28 39 39389
4 46 84376
45 49 20321
2 22 79176
2 11 25182
1 13 20080
26 38 7706
8 42 43376
10 25 15586
9 43 59580
20 21 19321
10 27 69984
22 35 65992
5 22 985
9 21 27605
1 18 12100
18 38 83397
16 43 96479
33 36 94056
8 35 30007
15 29 54220
7 39 53460
26 31 17826
13 17 52249
32 40 35384
18 29 79560
1 25 35355
15 36 50875
13 15 77516
3 36 49756
13 50 24568
6 21 28643
29 41 52371
8 22 58748
4 45 87776
24 31 67065
39 45 54226
8 29 83802
7 43 92973
20 49 35469
31 39 51857
20 30 5472
32 41 48568
24 39 13877
38 50 88986
7 48 21919
11 29 82938
3 39 28867
13 29 98597
6 31 37367
1 46 26952
2 8 38615
12 16 52255
20 29 52892
4 27 23621
7 22 2429
12 25 1050
44 46 98219
36 38 78862
9 16 30915
31 37 35063
15 44 61595
17 39 37373
42 50 57712
5 34 23367
17 40 34407
10 21 96590
36 49 45056
10 47 74468
3 40 99328
40 45 21194
10 24 28625
3 18 20690
34 41 42520
29 33 75326
18 25 55711
34 43 17511
39 49 48146
31 32 40980
11 15 31132
25 49 16296
12 28 42931
31 38 2947
9 34 62830
24 29 93107
2 45 72129
11 16 7351
16 18 55275
12 22 64223
21 27 78867
5 21 90443
22 48 63857
28 49 95160
42 49 70003
14 45 88542
7 42 56698
27 42 67265
10 19 63304
31 35 40168
4 10 45340
19 38 69235
5 28 61618
24 44 98587
19 49 96136
14 24 47699
40 43 56763
1 32 29953
17 34 89003
32 39 93941
6 33 54596
2 10 77474
16 36 12306
38 49 82067
6 38 64294
32 42 38403
3 44 32400
4 16 88509
8 13 7491
25 37 21375
14 25 11135
7 33 72654
8 38 71120
14 41 12654
42 47 45621
9 38 8768
23 38 25304
6 7 27010
6 14 78857
7 41 59227
26 47 38762
38 41 3123
11 36 91224
28 47 78876
3 43 22569
22 47 18195
5 8 52448
27 32 93647
6 36 53321
25 28 56186
15 19 34278
22 32 15463
33 39 62879
26 39 5063
9 33 22364
27 46 34121
1 14 72070
9 13 24892
8 36 43530
22 49 37882
11 23 83254
24 38 52871
19 28 14868
11 30 71363
4 50 44981
25 34 83476
1 31 38324
2 41 43088
39 47 2209
17 44 11983
20 33 60335
34 46 33154
5 42 54653
12 31 50970
14 50 339
9 10 90280
13 45 46411
14 20 46332
17 26 92439
13 39 73423
2 31 2134
2 23 57705
29 48 52294
9 39 84902
20 50 64936
35 43 43315
19 35 36490
18 46 66274
28 48 811
9 12 80375
9 50 13504
7 11 64983
8 46 56572
48 50 72936
15 25 46431
1 10 51960
7 20 49741
4 22 98280
15 24 36843
15 33 3030
19 32 56418
3 4 30220
2 32 31569
30 32 37752
8 12 56858
30 50 81525
10 39 83127
27 39 36801
14 38 34021
33 37 59145
19 50 71643
8 23 78954
1 9 40349
50 336
19 30 82175
14 32 26981
18 28 29899
28 33 60578
41 47 73015
9 33 3097
1 4 69699
16 17 87527
32 48 10292
21 47 64691
8 23 9410
16 27 91433
1 20 61736
4 23 69488
15 38 19141
33 40 19419
3 41 41908
15 19 20255
36 50 19034
10 44 11665
11 44 2443
25 43 54243
19 34 74645
20 45 78590
10 32 75975
3 16 54773
40 44 39864
45 46 95793
34 37 84501
46 50 57572
8 21 68585
18 35 30882
11 20 85221
23 26 50600
20 23 8789
16 49 56183
2 14 28296
30 49 20169
24 25 2650
19 42 72741
2 30 77958
13 15 55724
18 42 71868
31 42 34595
21 23 78237
38 50 69780
4 25 9165
33 37 73292
9 11 91916
5 37 11662
15 40 58157
5 48 6427
12 21 26516
14 45 59805
19 33 33877
12 29 33151
13 30 94033
43 44 59841
30 32 78947
10 21 30159
2 21 4449
29 47 23411
2 17 36830
23 37 36379
9 30 8875
2 31 50622
19 23 27796
41 42 87435
12 16 93240
45 48 12315
36 46 45055
1 31 70776
40 41 75065
18 32 81034
23 29 43844
4 34 16262
3 8 24247
16 42 64314
10 35 25985
37 38 23899
11 32 15751
5 46 99576
5 18 18797
10 41 82050
8 18 40096
7 23 77665
13 32 91511
7 36 67624
14 37 72541
16 24 49822
25 40 88688
10 42 82934
16 20 89515
3 36 74195
2 4 84254
14 25 69437
2 3 23318
8 10 10449
24 44 43933
22 41 19116
30 47 6735
10 23 88581
3 20 22979
13 47 43752
34 48 41125
34 38 41597
14 36 59795
3 33 26668
39 41 9445
27 28 62016
9 35 82016
31 43 96537
48 50 44452
9 29 83840
13 18 76143
2 44 79662
7 28 68152
10 18 23690
12 36 62313
30 44 96423
3 24 11960
46 47 40748
5 21 63094
6 17 55177
19 46 67006
4 45 6126
10 36 41895
28 46 96646
1 46 62520
36 48 23756
11 21 63478
8 31 32225
6 20 36533
1 13 81094
29 37 98971
36 39 9703
38 44 59298
19 31 84922
21 38 46781
3 39 2286
6 8 4781
16 50 46013
9 37 51300
22 47 69201
20 43 35690
8 27 91199
5 20 21080
7 50 82364
5 8 41715
37 43 63170
3 11 38763
16 44 21408
11 37 28806
8 39 1277
16 22 75039
28 36 66662
11 28 39335
31 41 10150
23 42 32506
6 48 92871
6 46 56167
9 18 11453
2 38 18803
35 48 54357
5 24 7827
8 44 88525
2 50 81554
1 36 84473
38 39 36674
18 48 8453
10 50 68528
16 39 23020
8 48 97674
23 25 46383
18 40 38204
10 43 14097
18 22 34465
11 36 99462
38 42 31152
2 22 5585
11 14 51639
14 26 89654
17 41 52608
26 44 88500
6 7 31315
2 29 28615
27 40 75813
9 21 45552
31 44 58543
1 50 23482
14 21 20259
15 35 40627
36 43 87979
37 40 61500
15 27 69176
2 18 19923
3 43 84426
4 5 2981
9 44 20307
12 43 65647
10 17 92195
31 46 49957
15 36 57593
9 50 82871
23 24 20208
6 44 79879
35 38 27311
2 11 7076
40 43 44477
12 28 6635
36 37 30533
2 6 46044
29 32 27350
6 47 81795
15 31 27735
14 40 57337
14 28 65147
6 16 58576
11 46 16306
11 25 4795
17 39 22054
7 37 85450
16 37 61139
22 44 54903
24 29 3380
34 40 69688
42 45 96562
18 26 35028
11 31 65033
4 30 15143
5 16 90693
7 24 65635
16 47 22645
34 46 12464
11 19 46064
6 23 52517
17 21 40951
15 21 2562
21 41 4343
8 14 69154
13 34 14148
33 46 91512
8 22 86645
16 28 60428
22 23 12468
14 27 89762
10 14 61923
17 45 60107
6 29 18094
4 41 8710
5 44 37968
8 34 95395
15 29 91687
7 35 68217
5 41 54664
29 33 85356
40 45 96017
14 15 74447
30 38 24582
47 49 34733
1 42 66857
23 50 94489
26 50 38556
27 30 48801
14 31 99489
24 50 17846
24 49 2524
36 44 29104
1 23 77015
31 48 70288
8 36 22612
11 41 8576
3 12 53496
29 39 32261
29 48 35312
33 50 58172
21 25 92637
26 46 86146
4 12 64266
16 23 7479
41 45 95310
2 49 79733
35 44 48066
34 42 63248
9 48 53713
14 38 13769
20 28 82951
7 34 32150
9 32 46298
19 24 34143
16 31 63631
12 14 50715
18 20 51685
8 47 62256
3 17 36586
20 29 57287
16 30 90140
13 28 72020
11 34 65599
8 41 44087
25 36 65670
29 35 61752
2 27 49344
34 36 80517
10 37 8307
39 45 23982
33 38 46738
6 35 17039
28 37 82758
30 31 43244
29 38 23479
8 29 73661
15 26 10579
12 33 87213
33 34 81592
13 19 36658
19 35 31082
1 37 68845
7 18 97799
10 38 64255
34 44 35574
16 46 7825
7 16 18351
18 45 96184
33 44 93401
6 11 62204
15 18 48075
33 36 99770
6 28 96308
6 37 7819
12 37 16539
24 45 24720
23 45 59038
26 29 58526
12 19 18938
42 49 25896
50 408
6 30 77632
7 46 71612
10 25 27217
18 43 73451
18 33 2772
13 49 44033
21 48 47948
10 17 90490
19 35 67333
1 33 1187
2 18 62111
23 49 90450
5 37 80301
5 35 76668
4 29 95163
26 33 40399
15 33 77933
13 23 60046
24 32 42114
5 33 80738
26 27 70978
19 22 16847
1 3 88706
9 38 50737
22 47 74059
20 50 12978
2 7 55897
5 41 93764
23 42 98184
11 15 48656
6 7 97263
39 48 424
10 16 12304
18 26 75351
29 42 42880
34 44 93024
24 30 38054
21 23 99787
25 41 75790
9 40 37702
19 43 90889
12 35 67471
3 47 75784
47 48 14094
31 32 43334
49 50 14732
22 42 97559
9 28 38802
17 24 99000
1 24 52976
20 46 73257
15 50 14878
6 19 73680
36 45 92754
39 43 68064
14 35 45193
26 42 58096
15 27 41862
1 10 98762
16 17 38746
28 43 60633
1 5 23266
3 20 46496
43 45 54002
30 49 3382
13 25 67590
18 21 47024
28 45 44267
6 31 79802
11 25 91339
6 16 59768
38 49 90207
5 40 28758
6 33 70701
20 47 77432
17 46 44186
12 20 5577
17 36 29591
36 44 77415
16 40 14365
11 29 58518
43 47 91246
14 15 68146
8 44 49486
3 30 38090
3 23 40191
42 48 79931
39 50 59067
16 35 94291
11 28 20588
6 24 41448
7 37 14962
39 46 38824
28 30 50032
7 25 83988
14 43 41977
29 45 8787
28 46 93363
1 21 67323
1 47 13546
7 42 23950
28 48 93945
41 45 99119
37 38 12506
5 18 93944
15 19 45966
24 44 20298
29 49 33070
28 36 53711
32 41 88843
7 49 54561
14 37 36836
15 47 87460
32 49 32451
27 29 55226
13 38 39702
28 50 45337
19 48 27083
27 30 83199
30 38 48664
10 33 10921
20 27 87582
8 42 19814
8 24 8910
11 44 39023
16 45 90687
13 29 26540
4 35 69828
5 20 56482
20 21 42464
31 46 47787
33 39 77388
31 37 12835
9 14 90087
16 27 59523
6 13 99115
26 49 92346
36 43 97485
8 23 76253
7 15 9856
14 36 83661
22 23 43760
25 34 53207
8 50 13581
27 39 14098
1 16 86038
32 43 73961
1 43 48539
14 45 97184
7 24 79962
12 26 23086
9 33 78214
25 44 30248
13 32 72901
5 17 89550
5 9 30497
19 39 29729
32 35 8323
3 9 31269
9 23 6530
2 40 26183
2 47 37830
9 26 89010
30 50 40669
17 50 34673
6 21 10936
36 46 11089
3 39 65810
3 48 67243
22 46 38153
4 46 58615
10 34 57960
16 24 80699
4 18 3176
25 45 22653
17 19 83609
22 32 18132
4 39 51210
30 34 22601
33 47 3352
17 25 13969
12 39 48446
25 38 39172
40 47 84092
6 48 87900
11 39 50950
16 33 41986
6 37 61626
3 41 54605
21 47 72277
15 44 86985
2 9 63522
18 41 74647
21 49 54015
42 47 72175
34 46 49494
2 10 15411
8 31 33431
13 15 97862
9 50 57589
19 33 63015
5 15 34912
29 34 71240
27 37 28665
3 18 77557
2 26 70798
25 37 10375
41 46 68171
7 29 82433
23 32 93477
27 49 25935
31 43 37638
10 44 25211
31 45 1947
2 13 22447
8 17 54647
21 33 17150
8 12 73144
34 50 28472
2 29 71023
38 40 79157
22 38 14103
14 24 22990
6 17 48132
45 46 37510
2 41 32544
14 20 46901
24 39 76184
46 50 74810
2 5 6875
14 30 51212
21 43 97651
44 47 60810
2 36 58935
35 41 9604
29 32 78748
4 30 68925
31 34 51574
18 25 60698
3 8 29938
2 3 72334
7 30 78733
11 42 86084
35 36 18412
5 34 16640
19 34 25665
15 40 47138
19 30 99270
14 28 69039
11 16 11238
16 32 77144
5 14 49994
5 12 13594
37 45 82685
11 13 72868
16 46 84298
1 32 50490
16 31 456
25 28 92093
13 50 45888
9 20 32813
13 18 64639
11 18 14650
2 12 2696
21 24 44580
4 15 14220
17 49 32053
13 34 44906
27 41 37364
4 50 92518
2 35 82556
3 5 35421
6 20 23268
5 22 34872
25 40 97068
2 23 88166
17 40 93611
6 10 98691
17 37 84632
26 28 21762
30 40 58107
5 7 86792
17 42 54908
15 22 49462
13 19 14969
13 33 32463
15 16 62973
21 37 83756
14 17 23942
9 27 29725
3 4 73673
23 28 36537
2 15 4768
37 44 29592
3 34 87107
32 39 72823
17 48 37256
6 50 46635
27 36 35686
22 41 60853
7 8 43858
7 23 62820
3 28 22607
5 26 89036
23 38 3722
33 45 99748
26 34 54227
12 15 21394
9 37 5062
3 12 20241
9 18 26897
11 34 32497
36 47 70363
16 38 77666
20 25 49798
34 35 87508
13 31 23049
1 22 67140
1 28 30620
2 19 23981
13 20 51194
4 41 85645
29 35 80398
5 31 64609
12 25 12766
7 18 17820
18 42 78608
27 33 5065
34 41 25991
17 26 38267
35 46 96149
20 28 51983
41 43 21870
19 26 12823
23 27 82771
29 50 49776
20 22 41749
11 48 7306
9 45 93200
14 46 25269
12 36 73179
3 17 52079
16 48 7674
7 22 55600
40 44 26568
6 36 94726
5 48 90227
12 47 8101
42 49 76107
21 27 11927
38 47 94631
16 28 74079
1 50 7406
6 26 93154
7 35 99479
6 41 54763
20 29 58070
22 45 2677
44 48 2789
4 5 32742
29 48 39271
34 40 4275
11 41 68370
44 46 78024
18 29 91190
33 46 50751
16 20 85244
13 35 95373
19 46 93786
40 43 26986
18 40 47750
12 21 16990
14 49 66844
22 25 6818
2 49 64873
26 47 34758
19 21 9503
4 31 54313
20 49 71309
24 41 16719
21 38 69325
9 22 69772
38 46 16356
40 42 62593
37 47 69848
11 47 49585
8 19 43910
29 47 85035
34 49 11339
30 31 98740
15 38 56977
30 37 14175
21 25 61802
3 11 13426
4 11 10336
20 23 71320
1 7 74987
15 39 90287
29 30 54724
3 31 52854
14 41 69496
35 45 28234
3 49 68758
24 25 85924
5 50 58289
6 11 57079
15 37 64799
7 14 31616
50 148
22 33 37376
39 45 38130
16 36 71443
15 40 29351
7 18 34040
24 27 68991
41 42 36651
2 16 43724
47 48 36715
6 44 24131
44 50 87239
32 38 24206
12 18 27534
9 13 32575
13 49 3029
15 23 97570
33 40 59303
28 31 87596
20 36 30648
34 35 33197
29 50 78172
5 12 9079
6 10 91459
3 31 57057
31 48 47300
4 49 83506
20 40 56806
31 44 96889
26 42 85878
10 19 71392
22 29 92426
20 30 119
10 29 85672
28 44 55141
18 26 45715
16 22 9240
26 49 38403
19 42 48705
8 12 19673
35 43 10458
37 50 9162
11 23 49945
7 34 68286
42 46 31679
33 41 89807
30 32 21639
19 44 93764
14 33 57694
21 30 25240
1 2 53776
22 36 67881
6 24 9138
1 16 39145
45 48 19091
17 21 13026
27 36 50168
41 47 3050
5 28 68701
23 44 85230
10 22 66124
4 24 3412
6 28 16202
3 28 36916
23 35 47848
44 49 86649
8 26 38418
2 25 68204
32 49 75870
10 43 1673
1 38 20831
24 30 17042
1 41 23637
8 37 35022
15 41 72730
18 50 18892
23 29 51772
10 27 24966
17 37 85797
33 48 59258
36 42 25482
8 38 71865
13 17 65529
11 32 29927
7 43 76996
18 49 73688
24 33 16520
23 26 68214
12 37 91457
27 48 81704
16 39 79947
15 16 78636
10 34 73048
15 19 20563
6 33 27250
18 28 14563
23 33 48855
18 30 29961
11 37 21459
16 27 4596
28 34 19688
8 34 7124
17 48 99960
8 13 6807
12 15 60477
13 42 43039
25 36 7998
10 24 24529
29 43 72804
23 28 65696
5 45 17866
12 41 40085
23 40 93086
12 14 25241
24 46 59835
2 43 43363
26 45 76134
9 21 56042
3 10 94745
22 24 31025
18 36 77822
24 43 31381
7 16 56644
3 42 39575
9 46 6724
6 25 36898
28 42 13030
48 50 99625
6 50 76107
9 47 88599
25 45 5561
17 40 57164
13 35 34463
4 47 98565
13 40 44409
3 35 36628
1 9 17705
7 24 90836
32 39 41784
2 34 66778
25 39 60778
4 11 37248
12 50 61461
41 50 89910
11 48 53069
3 40 31258
17 33 60835
18 39 42717
19 22 19466
50 546
7 15 39937
6 34 19547
9 23 86926
34 41 24671
15 23 49805
17 23 90681
27 31 12872
15 24 81345
20 41 107
22 31 6645
1 17 43284
23 38 29922
24 44 87793
15 22 72676
10 44 19093
28 41 84325
9 42 95851
20 30 61084
6 8 41605
22 29 69640
7 35 81206
13 26 48416
13 45 19107
35 37 22677
20 25 7192
25 28 77940
20 33 26763
11 40 19214
21 38 4528
6 23 71620
14 33 42064
19 45 99165
22 37 52758
4 38 91387
9 49 81890
17 19 83269
23 41 49483
4 9 47242
18 49 28124
19 30 89261
3 18 91336
35 48 96236
12 38 19321
5 39 22603
13 14 64579
7 36 3982
30 46 51558
8 46 23490
8 40 20486
39 42 83645
11 38 73494
19 23 90518
8 30 27518
31 41 23736
18 38 97383
13 32 35220
4 10 42712
8 44 22575
16 36 71417
26 31 57179
24 33 69471
10 11 31756
2 33 68517
15 34 25003
15 28 63777
1 19 8037
27 43 79989
15 40 59079
39 43 79410
33 48 12807
32 44 23369
2 41 394
26 30 99867
7 45 84494
3 9 73817
36 40 68131
11 41 62626
32 35 40864
22 40 89211
9 10 68142
22 50 8844
4 30 31160
7 24 45296
30 32 48058
5 50 32680
4 43 71254
4 40 69010
11 49 70059
17 27 33827
41 50 66784
8 24 57656
45 46 48850
16 43 97893
13 46 29681
11 43 49326
39 49 32669
6 38 1979
3 39 32786
37 45 75737
33 50 44885
15 41 59467
6 31 38119
1 15 65195
6 28 58670
11 46 45775
17 40 17289
17 33 55770
2 35 51514
28 44 13336
15 20 73418
26 47 79513
35 43 20073
35 50 62725
17 21 91817
13 31 66512
22 28 81650
11 36 56896
15 27 41771
8 13 26507
8 16 92828
10 25 51069
13 35 47201
46 47 64493
40 43 88108
6 26 81876
13 29 51280
21 27 44766
